GB,target_id
GB43882,XM_006563774.3
GB43882,XM_006563773.3
GB43879,XM_026442515.1
GB43879,XM_624191.6
GB43879,XM_006563775.3
GB43879,XM_006563770.3
GB43855,XM_003250292.4
GB43876,XM_026442307.1
GB43876,XM_026442306.1
GB43876,XM_026442305.1
GB43856,XM_393479.7
GB43875,XM_397054.6
GB43875,XM_006563764.3
GB43857,XM_393480.7
GB43874,XM_393481.7
GB43858,XM_006563763.3
GB43873,XM_393483.7
GB43860,XM_001122084.5
GB43860,XM_006563757.3
GB43860,XM_006563758.3
GB43872,XM_394908.7
GB19279,XM_016913810.2
GB43870,XM_026442419.1
GB43870,XM_026442391.1
GB43870,XM_026442399.1
GB43870,XM_026442404.1
GB43870,XM_026442395.1
GB43870,XM_026442396.1
GB43870,XM_026442403.1
GB43870,XM_026442394.1
GB43870,XM_026442402.1
GB43870,XM_026442401.1
GB43870,XM_026442405.1
GB43870,XM_026442407.1
GB43870,XM_026442400.1
GB43870,XM_026442409.1
GB43870,XM_026442406.1
GB43870,XM_026442408.1
GB43870,XM_026442410.1
GB43870,XM_026442411.1
GB43870,XM_026442413.1
GB43870,XM_026442412.1
GB43870,XM_026442415.1
GB43870,XM_026442414.1
GB43870,XM_026442417.1
GB43870,XM_026442418.1
GB43870,XM_026442416.1
GB43870,XM_026442389.1
GB43870,XM_026442388.1
GB43870,XM_026442387.1
GB43870,XM_026442393.1
GB43870,XM_026442392.1
GB43870,XM_026442390.1
GB43870,XM_026442397.1
GB43870,XM_026442398.1
GB43862,XR_003305208.1
GB43862,XR_003305207.1
GB43868,XM_624530.5
GB43863,XM_396457.5
GB43863,XM_006563753.3
GB43863,XM_006563751.3
GB43863,XM_016913748.2
GB43863,XM_026442227.1
GB43867,XM_003250290.4
GB41833,XR_120200.4
GB41834,XM_624997.6
GB41835,XM_396904.7
GB41835,XM_006564504.3
GB41835,XM_006564503.3
GB41831,XM_026442331.1
GB41831,XM_026442333.1
GB41831,XM_026442332.1
GB41831,XM_016913501.2
GB41829,XM_006564506.3
GB41829,XM_001122360.5
GB41829,XM_006564507.3
GB41836,XM_396906.7
GB41837,XM_006564505.3
GB41839,XM_006564511.3
GB41839,XM_624928.6
GB41839,XM_006564512.3
GB41840,XM_395147.7
GB41841,XM_624892.5
GB41842,XM_624878.5
GB41843,XM_392681.6
GB41827,XM_006564513.2
GB41827,XM_001122245.3
GB41844,XM_397283.7
GB41845,XM_006564514.3
GB41825,XM_006564515.3
GB41846,XM_016913662.2
GB41847,XM_026442033.1
GB41848,XM_006564516.3
GB41848,XM_006564517.3
GB41849,XM_003250459.4
GB41850,XM_006564518.3
GB41850,XM_026442034.1
GB41850,XM_026442035.1
GB41850,XM_006564520.3
GB41824,XM_006564524.3
GB41823,XM_026442046.1
GB41852,XM_026442042.1
GB41852,XM_026442039.1
GB41852,XM_026442036.1
GB41852,XM_026442037.1
GB41852,XM_026442041.1
GB41852,XM_026442038.1
GB41852,XM_026442045.1
GB41852,XM_026442043.1
GB41852,XM_006564528.3
GB41852,XM_026442040.1
GB41852,XM_026442044.1
GB41822,XM_392767.7
GB41855,XM_026442148.1
GB41855,XM_026442149.1
GB41855,XM_026442146.1
GB41855,XM_026442147.1
GB41856,NM_001040230.1
GB41856,NM_001040230.1
GB41856,NM_001040230.1
GB41821,XM_016913543.2
GB41821,XM_016913547.2
GB41821,XM_016913545.2
GB41821,XM_006564541.3
GB41821,XM_006564542.3
GB41821,XM_026442525.1
GB41821,XM_026442524.1
GB41821,XM_016913546.2
GB41821,XM_016913549.2
GB41821,XM_016913548.2
GB41858,XM_026442170.1
GB41858,XM_006564536.3
GB41858,XM_006564535.3
GB41858,XM_026442171.1
GB41858,XM_006564539.3
GB41858,XM_006564538.3
GB41858,XM_006564537.3
GB41818,XM_006564534.3
GB41859,XM_006564549.3
GB41859,XM_001120684.5
GB41859,XM_006564548.3
GB41859,XM_016913503.2
GB41860,XM_006564547.3
GB41860,XM_026442172.1
GB41860,XM_026442173.1
GB41863,XM_392494.5
GB41815,XM_394742.7
GB41864,XM_026442361.1
GB41865,NM_001242542.1
GB41811,XM_026442328.1
GB41811,XM_026442326.1
GB41811,XM_006564555.3
GB41811,XM_026442327.1
GB41811,XM_026442330.1
GB41811,XM_026442329.1
GB41811,XM_006564554.3
GB41811,XM_026442325.1
GB41866,XR_001703904.2
GB41866,XR_410000.3
GB41866,XR_410001.3
GB41866,XM_006564552.3
GB41866,XM_624805.6
GB41808,XM_016913487.2
GB41806,XM_392882.7
GB41867,XM_395614.6
GB41869,XM_006564559.3
GB41869,XM_006564558.3
GB41869,XM_397351.7
GB41804,XM_624434.6
GB41804,XM_006564561.2
GB19145,XM_003250433.3
GB41803,XM_016913448.2
GB41803,XM_016913446.1
GB41803,XM_016913447.1
GB41803,XM_016913449.1
GB41803,XM_006564562.3
GB41803,XM_624411.6
GB41803,XM_016913450.2
GB41802,XM_006564564.2
GB41802,XM_006564565.2
GB41802,XM_006564563.2
GB41802,XM_026442087.1
GB41872,XM_397094.7
GB41872,XM_006564567.3
GB41801,XM_001122365.5
GB41800,XM_006564569.3
GB41800,XM_016913444.2
GB41800,XM_006564568.3
GB41798,XM_006564571.3
GB41798,XM_006564572.3
GB41798,XM_026442290.1
GB41798,XM_026442289.1
GB41797,XM_006564574.3
GB41797,XM_006564575.3
GB41797,XM_006564578.3
GB41797,XM_006564577.3
GB41797,XM_006564576.3
GB41797,XM_016913475.2
GB41873,XM_395545.7
GB41796,XM_026442292.1
GB41796,XM_026442291.1
GB41796,XM_026442293.1
GB41796,XM_026442294.1
GB41796,XM_026442295.1
GB41874,XM_006564593.3
GB41795,XM_006564590.3
GB41795,XM_006564591.3
GB41795,XM_006564592.3
GB41875,XM_026442296.1
GB41875,XM_026442297.1
GB41794,XM_006564589.3
GB41876,XR_003305168.1
GB41876,XR_003305169.1
GB41876,XM_006564585.3
GB41876,XM_006564579.3
GB41876,XM_006564580.3
GB41876,XM_006564581.3
GB41876,XM_006564582.3
GB41876,XM_016913474.2
GB41876,XM_006564586.3
GB41876,XM_006564584.3
GB41876,XM_006564583.3
GB41876,XM_026442298.1
GB41876,XM_006564588.3
GB41876,XM_006564587.3
GB41877,XM_016913768.2
GB41793,XM_006564595.3
GB41792,XM_026442276.1
GB41792,XM_394746.7
GB41785,XM_026442316.1
GB41785,XM_026442315.1
GB41785,XM_016913668.2
GB41785,XM_016913667.2
GB41785,XM_016913666.2
GB41785,XM_026442314.1
GB41881,XM_395323.6
GB41882,XM_392763.6
GB41882,XM_006564602.3
GB41882,XM_006564601.3
GB41782,XM_026442311.1
GB41782,XM_026442312.1
GB41782,XM_026442313.1
GB41781,XM_393051.7
GB41883,XM_026442376.1
GB41884,XM_006564606.3
GB41780,XM_006564608.2
GB41780,XM_006564607.1
GB41778,XM_026442253.1
GB41886,XM_006564609.3
GB41775,XM_006564610.2
GB41775,XM_006564611.2
GB41774,XM_006564613.3
GB41774,XM_006564612.3
GB41774,XM_003250439.4
GB41888,XM_026442522.1
GB41889,XM_392498.7
GB41890,XM_026442150.1
GB41890,XM_016913724.2
GB41890,XM_016913723.2
GB41890,XM_016913725.2
GB41773,XM_006564615.2
GB41773,XM_392499.5
GB41772,XM_003250440.4
GB41894,XM_006564623.3
GB41894,XM_006564649.3
GB41894,XM_006564652.3
GB41894,XM_006564648.3
GB41894,XM_006564651.3
GB41894,XM_026442092.1
GB41894,XM_006564647.3
GB41894,XM_006564629.3
GB41894,XM_006564622.3
GB41894,XM_006564632.3
GB41894,XM_006564628.3
GB41894,XM_006564631.3
GB41894,XM_006564633.3
GB41894,XM_006564640.3
GB41894,XM_006564625.3
GB41894,XM_006564627.3
GB41894,XM_006564635.3
GB41894,XM_006564630.3
GB41894,XM_006564634.3
GB41894,XM_006564638.3
GB41894,XM_006564626.3
GB41894,XM_026442089.1
GB41894,XM_006564636.3
GB41894,XM_006564642.3
GB41894,XM_006564641.3
GB41894,XM_006564643.3
GB41894,XM_006564644.3
GB41894,XM_006564624.3
GB41770,XM_001121781.5
GB41896,XM_026442094.1
GB41896,XM_003250442.4
GB41769,XM_394752.7
GB41769,XM_016913458.2
GB41769,XM_016913456.2
GB41769,XM_016913457.2
GB41897,XM_394753.7
GB41768,XM_001121847.5
GB41898,XM_006564655.3
GB41898,XM_016913702.2
GB41898,XM_394755.7
GB41900,XM_016913605.2
GB41900,XM_016913610.2
GB41900,XM_016913613.2
GB41900,XM_016913604.2
GB41900,XM_016913608.2
GB41900,XM_006564665.3
GB41900,XM_016913609.2
GB41900,XM_016913607.2
GB41900,XM_006564657.3
GB41900,XM_006564659.3
GB41900,XM_016913611.2
GB41900,XM_016913615.2
GB41900,XM_016913612.2
GB41900,XM_016913614.2
GB41900,XM_006564668.3
GB41900,XM_016913617.2
GB41900,XM_006564656.3
GB41900,XM_016913606.2
GB41900,XM_016913616.2
GB41900,XM_006564666.3
GB41900,XM_026442517.1
GB41900,XM_026442518.1
GB41901,XM_624082.5
GB41762,XM_397412.7
GB41761,XM_016913756.2
GB41902,XM_624166.5
GB41903,XM_006564669.3
GB41903,XM_006564670.3
GB41903,XM_026442385.1
GB41760,XM_394827.6
GB41904,XM_393060.7
GB41905,XM_001122061.5
GB41907,XM_006564672.3
GB41908,XM_006564676.3
GB41908,XM_016913688.2
GB41908,XM_006564673.3
GB41908,XM_006564674.3
GB41759,XM_397085.7
GB41909,XM_026442520.1
GB41909,XM_026442521.1
GB41758,XM_624332.6
GB41911,XM_006564681.3
GB41911,XM_016913624.2
GB41911,XM_006564680.3
GB41757,XM_001120611.5
GB41756,NM_001040203.1
GB41756,XM_006564502.3
GB41755,XM_001122159.5
GB41912,XM_624405.6
GB41754,XM_006564682.3
GB41754,XM_006564683.3
GB41753,XM_016913413.2
GB41753,XM_006564691.3
GB41753,XM_006564690.3
GB41753,XM_016913412.2
GB41916,XM_001122379.5
GB41917,XM_624592.5
GB41751,XM_026442282.1
GB41751,XM_026442283.1
GB41751,XM_026442284.1
GB41921,XM_016913410.2
GB41921,XM_026442278.1
GB41921,XM_026442279.1
GB41921,XM_026442280.1
GB41922,XM_026442287.1
GB41922,XM_026442285.1
GB41922,XM_026442286.1
GB52819,XM_016913805.2
GB52819,XM_016913806.2
GB52819,XM_623964.6
GB52819,XM_006566838.3
GB52819,XM_016913807.2
GB52820,XM_016913790.2
GB52820,XM_026442301.1
GB52820,XM_006566835.3
GB52820,XM_006566836.3
GB52854,XM_397120.7
GB52824,XM_016913657.2
GB52824,XM_006566834.3
GB52825,XM_016913658.2
GB52825,XM_026442529.1
GB52852,XM_395120.7
GB52852,XM_006566832.3
GB52826,XM_016913661.2
GB52826,XM_026442530.1
GB52849,XM_623410.6
GB52849,XM_016913660.2
GB52849,XM_006566830.3
GB52849,XM_006566829.3
GB52849,XM_006566828.3
GB52849,XM_006566826.3
GB52849,XM_006566827.3
GB52848,XM_026442368.1
GB52848,XM_026442367.1
GB52827,XM_006566823.3
GB52827,XM_006566824.3
GB52827,XM_006566821.3
GB52827,XM_006566825.3
GB52827,XM_006566822.3
GB52827,XM_016913464.2
GB52829,XM_016913528.2
GB52829,XM_016913527.2
GB12897,XM_016913531.2
GB12897,XM_016913532.2
GB12897,XM_026442427.1
GB52842,XM_623210.6
GB52842,XM_006566809.3
GB52842,XM_016913534.2
GB52842,XM_006566810.3
GB52842,XM_016913533.2
GB52842,XM_016913535.2
GB52841,XM_003250894.4
GB52841,XM_026442438.1
GB52831,XM_003250895.4
GB52832,XM_003250893.4
GB52833,XM_003250899.4
GB52833,XM_016913815.2
GB52833,XM_026442423.1
GB52833,XM_026442424.1
GB52840,XM_016913572.2
GB54805,XM_006568010.3
GB54805,XM_006568007.3
GB54805,XM_006568008.3
GB54805,XM_394934.6
GB54805,XM_006568009.3
GB54805,XM_016913571.2
GB54806,XM_623947.6
GB54808,XM_026442458.1
GB54808,XM_393065.7
GB54809,XM_006568011.3
GB54802,XM_003251117.4
GB54802,XM_006568018.3
GB54811,XM_006568020.3
GB54811,XM_006568019.3
GB54812,XM_016913796.2
GB54798,XR_001704052.2
GB54798,XM_006568022.3
GB54798,XM_006568021.3
GB54814,XM_397314.7
GB54814,XM_003251119.4
GB54816,XM_006568024.3
GB54816,XM_624936.6
GB54816,XM_006568025.3
GB54797,XM_006568029.3
GB54797,XM_006568027.3
GB54797,XM_006568028.3
GB54797,XM_006568026.3
GB54817,XM_006568030.3
GB54818,XM_016913628.2
GB54818,XM_016913626.2
GB54818,XM_394758.7
GB54818,XM_016913627.2
GB54796,XM_016913630.2
GB54794,XM_003251114.3
GB48059,XM_016913298.2
GB48059,XM_006568053.3
GB48059,NM_001098215.2
GB48059,NM_001159355.1
GB48055,XR_001703863.2
GB48055,XM_016913409.2
GB48055,XM_006568055.3
GB48055,XM_006568054.3
GB48061,XM_016913467.2
GB48061,XM_396503.7
GB48063,XM_026442481.1
GB48063,XM_006568057.3
GB48052,XM_016913469.2
GB48052,XM_006568058.3
GB48052,XM_001121135.5
GB48052,XM_006568059.3
GB48052,XM_006568060.3
GB48048,XM_396502.7
GB48064,XM_026442480.1
GB48047,XM_001120359.5
GB48066,XM_006568065.2
GB48066,XM_396499.7
GB48840,XM_026442196.1
GB48840,XM_026442199.1
GB48840,XM_026442201.1
GB48840,XM_026442204.1
GB48840,XM_026442205.1
GB48840,XM_026442206.1
GB48840,XM_026442195.1
GB48840,XM_026442202.1
GB48840,XM_026442191.1
GB48840,XM_026442193.1
GB48840,XM_026442194.1
GB48840,XM_026442192.1
GB48840,XM_026442198.1
GB48840,XM_026442207.1
GB48840,XM_026442200.1
GB48840,XM_026442203.1
GB48046,XM_006568066.3
GB48842,XM_026442257.1
GB48861,XM_026442214.1
GB48844,XM_006568265.3
GB48859,XM_623695.6
GB48859,XM_006568262.3
GB48857,NM_001242431.1
GB48855,XM_003251162.4
GB48845,XM_001121804.5
GB48845,XM_016913636.2
GB41962,XM_026442341.1
GB41962,XM_026442340.1
GB41962,XM_016913393.2
GB41962,XM_003251199.4
GB42000,XM_026442339.1
GB42000,XM_016913388.2
GB42000,XM_006568534.3
GB42000,XM_006568524.3
GB42000,XM_394762.7
GB42000,XM_006568526.3
GB42000,XM_006568527.3
GB42000,XM_006568525.3
GB42000,XM_006568532.3
GB42000,XM_026442338.1
GB42000,XM_006568542.2
GB42000,XM_016913390.2
GB41965,XM_003251197.3
GB41989,XM_026442519.1
GB41967,XM_006568522.3
GB41967,XM_006568521.3
GB41967,XM_006568523.3
GB41967,XM_003251195.4
GB41986,XM_016913809.2
GB41986,XM_001120879.4
GB41968,XM_003251193.4
GB41968,XM_623527.6
GB41969,XM_003251191.4
GB41969,XM_001120925.5
GB41969,XM_006568519.3
GB41970,XM_006568517.2
GB41970,XM_393035.6
GB41972,XM_006568514.3
GB41972,XM_026442342.1
GB41972,XM_006568515.3
GB41985,XM_393403.7
GB41983,XM_026442122.1
GB41983,XM_026442123.1
GB41983,XM_026442124.1
GB41973,XM_624084.5
GB41982,XM_006568513.3
GB41982,XM_001121788.5
GB41974,XM_624141.5
GB41974,XM_016913797.2
GB41981,XM_395655.7
GB41975,XM_623091.5
GB41976,XM_003251198.4
GB41980,XM_006568511.3
GB41980,XM_016913776.2
GB41980,XM_006568510.3
GB41980,XM_001123340.5
GB41979,XM_395535.6
GB41979,XM_006568504.2
GB41979,XM_006568505.2
GB41979,XM_006568502.2
GB41979,XM_006568503.3
GB41977,XM_006568507.3
GB41977,XM_006568506.3
GB41977,XM_624660.6
GB41977,XM_006568508.3
GB51713,XM_016913770.2
GB51713,XM_006569697.3
GB51713,XM_006569696.3
GB51713,XM_006569694.3
GB51713,XM_006569695.3
GB51713,XM_006569693.3
GB51714,XM_006569826.2
GB51712,XM_006569699.3
GB51710,XR_411604.3
GB51710,XR_411603.3
GB51710,XM_623282.6
GB51707,XM_623771.6
GB51706,XM_026442528.1
GB51706,XM_003251387.4
GB51705,XM_026442053.1
GB51705,XM_016913523.2
GB51705,XM_006569704.3
GB51705,XM_006569706.3
GB51716,XM_393135.7
GB51702,XM_026442271.1
GB51717,XM_624274.6
GB51701,XM_395960.7
GB51701,XM_016913594.2
GB51718,XM_001122532.5
GB51718,XM_026442138.1
GB51718,XM_026442139.1
GB51718,XM_026442140.1
GB51700,XM_026442375.1
GB51699,XM_006569710.3
GB51698,NM_001110764.1
GB51697,NM_001011600.1
GB51696,NM_001098717.1
GB51719,XM_026442030.1
GB51719,XM_026442031.1
GB51694,XM_006569716.3
GB51694,XM_396175.7
GB51694,XM_016913634.2
GB51720,XM_026442032.1
GB51693,XM_016913633.2
GB51721,XM_026442319.1
GB51721,XM_026442318.1
GB51721,XM_026442320.1
GB51722,XM_006569720.3
GB51722,XM_393018.7
GB51692,XM_026442211.1
GB51692,XM_026442210.1
GB51723,XM_624390.5
GB51724,XM_026442378.1
GB51691,XM_016913327.2
GB51725,XM_396181.7
GB51690,XM_006569725.3
GB51726,XM_006569726.2
GB51726,XM_623696.6
GB51689,XM_395760.7
GB51685,XM_026442260.1
GB51727,XM_624108.6
GB51684,XM_026442357.1
GB51684,XM_006569728.3
GB51684,XM_026442358.1
GB51683,XM_006569731.3
GB51683,XM_623622.6
GB51683,XM_006569730.3
GB51728,XM_006569732.3
GB51681,XM_026442513.1
GB51681,XM_006569741.3
GB51681,XM_006569742.3
GB51681,XM_026442512.1
GB51681,XM_006569743.3
GB51729,XM_006569733.3
GB51729,XM_026442511.1
GB51729,XM_016913597.2
GB51729,XM_026442510.1
GB51732,XR_003305226.1
GB51732,XM_016913600.2
GB51733,XM_001122299.4
GB51675,XM_026442514.1
GB51734,XM_016913642.2
GB51734,XM_006569764.3
GB51734,XM_016913641.2
GB51734,XM_016913640.2
GB51734,XM_006569766.3
GB51734,XM_006569768.3
GB51674,XM_624336.5
GB51735,XM_026442266.1
GB51673,XM_016913775.2
GB51736,XM_001120232.5
GB51672,XM_026442383.1
GB51671,XM_006569773.3
GB51671,XM_394764.6
GB51671,XM_016913750.2
GB51671,XM_006569772.3
GB51670,XM_006569771.3
GB51670,XM_001119993.5
GB51670,XM_026442022.1
GB51670,NM_001327960.1
GB51667,XM_016913577.2
GB51667,XM_016913578.2
GB51667,XM_006569775.3
GB51738,XM_006569779.3
GB51738,XM_393589.7
GB51738,XM_016913576.2
GB51738,XM_006569778.3
GB51738,XM_006569777.3
GB51738,XM_006569776.3
GB51738,XM_006569780.3
GB51738,XM_006569781.3
GB51739,XM_623500.6
GB51666,XM_026442250.1
GB51740,XM_016913735.2
GB51740,XM_625096.5
GB51664,XM_006569784.3
GB51664,XM_016913793.2
GB51664,XM_026442321.1
GB51741,NM_001163715.1
GB51662,XM_026442362.1
GB51661,XM_026442269.1
GB51661,XM_026442268.1
GB51743,XM_026442267.1
GB51660,XM_026442243.1
GB51660,XM_026442242.1
GB51660,XM_026442244.1
GB51744,XM_001120296.5
GB51659,XM_006569834.3
GB51745,XM_396645.7
GB51746,XM_624558.6
GB51658,XM_396646.7
GB51748,XM_026442064.1
GB51748,XM_026442063.1
GB51748,XM_026442066.1
GB51748,XM_026442067.1
GB51748,XM_026442065.1
GB51748,XM_026442068.1
GB51657,XM_026442261.1
GB51749,XM_026442128.1
GB51749,XM_026442127.1
GB51749,XM_026442129.1
GB51749,XM_026442130.1
GB51749,XM_026442126.1
GB51751,XM_026442264.1
GB51751,XM_026442263.1
GB51751,XM_026442262.1
GB51751,XM_026442265.1
GB51656,XM_001120685.4
GB51753,XM_006569790.3
GB51753,XM_003251379.4
GB51655,XM_026442082.1
GB51655,XM_026442084.1
GB51654,XM_006569788.3
GB51654,XM_016913700.2
GB51654,XM_006569789.3
GB51755,XM_016913699.2
GB51756,XM_006569791.3
GB51756,XM_003251381.4
GB51757,XM_006569809.3
GB51757,XM_006569810.3
GB51757,XM_016913433.2
GB51757,XM_016913434.2
GB51757,XM_026442167.1
GB51757,XM_026442166.1
GB51757,XM_006569808.3
GB51757,XM_006569807.3
GB51757,XM_395716.7
GB51760,XM_026442168.1
GB51653,XM_016913425.2
GB51653,XM_016913417.2
GB51653,XM_016913415.2
GB51653,XM_026442153.1
GB51653,XM_026442159.1
GB51653,XM_016913426.2
GB51653,XM_016913430.2
GB51653,XM_016913416.2
GB51653,XM_016913422.2
GB51653,XM_016913427.2
GB51653,XM_016913431.2
GB51653,XM_026442157.1
GB51653,XM_006569799.3
GB51653,XM_016913424.2
GB51653,XM_026442160.1
GB51653,XM_006569795.3
GB51653,XM_026442158.1
GB51653,XM_006569800.3
GB51653,XM_026442155.1
GB51653,XM_006569803.3
GB51653,XM_006569797.3
GB51653,XM_006569796.3
GB51653,XM_006569801.3
GB51653,XM_016913432.2
GB51653,XM_006569794.3
GB51653,XM_006569805.3
GB51653,XM_016913419.2
GB51653,XM_016913423.2
GB51653,XM_016913428.2
GB51653,XM_006569798.3
GB51653,XM_026442154.1
GB51653,XM_016913418.2
GB51653,XM_026442162.1
GB51653,XM_026442161.1
GB51761,XM_001121019.5
GB51651,XM_006569816.3
GB51651,XM_006569814.3
GB51651,XM_006569813.3
GB51651,XM_016913435.2
GB51650,XM_624248.6
GB51649,XM_006569817.3
GB51649,XM_006569818.3
GB51649,XM_396862.7
GB51649,XM_006569819.3
GB51762,XM_396039.7
GB51648,XM_026442169.1
GB51763,XM_394711.7
GB51647,XM_392483.6
GB51647,XM_006569825.3
GB51647,XM_026442453.1
GB51764,XM_026442455.1
GB51764,XM_026442454.1
GB51646,XM_026442447.1
GB51646,XM_026442445.1
GB51646,XM_026442448.1
GB51646,XM_026442446.1
GB51646,XM_026442444.1
GB51646,XM_026442440.1
GB51646,XM_026442443.1
GB51646,XM_026442441.1
GB51646,XM_026442442.1
GB51646,XM_026442439.1
GB51646,XM_026442451.1
GB51646,XM_026442452.1
GB51646,XM_026442450.1
GB51646,XM_026442449.1
GB51768,XM_026442099.1
GB51768,XM_026442097.1
GB51768,XM_026442102.1
GB51768,XM_026442096.1
GB51768,XM_026442103.1
GB51768,XM_026442100.1
GB51768,XM_026442101.1
GB51768,XM_026442104.1
GB51768,XM_016913708.2
GB51768,XM_026442105.1
GB51768,XM_026442098.1
GB46344,XM_006572368.3
GB46344,XM_006572369.3
GB46344,XM_394836.7
GB46345,XM_016917556.2
GB46345,XM_026445943.1
GB52275,XM_026442630.1
GB52275,XM_026442631.1
GB52275,XM_026442632.1
GB52275,XM_026442633.1
GB52275,NM_001242576.1
GB55986,XM_026442684.1
GB55986,XM_026442686.1
GB55986,XM_026442687.1
GB55986,XM_026442688.1
GB55986,XM_026442685.1
GB55985,XM_026442683.1
GB55985,XM_026442682.1
GB55985,XM_026442680.1
GB55985,XM_026442681.1
GB55987,XM_016917414.2
GB55987,XM_392903.7
GB55984,XM_026442756.1
GB55989,XM_026442757.1
GB55989,XM_395779.7
GB55958,XM_026442786.1
GB55961,XM_001123277.5
GB55959,XM_623703.5
GB55960,XM_026442789.1
GB55960,XM_026442788.1
GB52893,XM_026442708.1
GB52894,XM_026442943.1
GB48317,XM_026442766.1
GB48317,XM_026442769.1
GB48317,XM_026442768.1
GB48317,XM_026442767.1
GB41015,NM_001142637.1
GB53872,XM_026442749.1
GB45596,XM_003251802.3
GB45597,XM_026442845.1
GB45597,XM_026442844.1
GB45593,XM_006571986.3
GB42516,NM_001278330.1
GB42515,XM_026442776.1
GB42515,XM_026442775.1
GB45544,XM_006557207.3
GB45544,NM_001142436.1
GB45545,XM_393089.7
GB45546,XM_001123300.5
GB45543,XM_392926.7
GB45543,XM_006557208.3
GB45547,XM_016914178.2
GB45547,XM_001122675.5
GB45542,XM_026442616.1
GB45542,XM_026442615.1
GB45542,XM_026442618.1
GB45542,XM_026442613.1
GB45542,XM_026442614.1
GB45542,XM_026442617.1
GB45542,NM_001077812.1
GB45548,XM_026442635.1
GB45548,XM_026442636.1
GB45548,NM_001077822.1
GB45549,XM_026442706.1
GB45540,XM_026442705.1
GB45540,XM_016914134.2
GB45540,XM_003249027.4
GB45540,XM_016914133.2
GB45551,XM_026442771.1
GB45551,XM_026442772.1
GB45551,XM_026442773.1
GB45551,XM_026442774.1
GB45538,XM_016914166.2
GB45538,XM_016914165.1
GB45538,XM_016914163.1
GB45538,XM_006557214.2
GB45538,XM_016914164.1
GB45538,XM_006557212.2
GB45538,XM_006557213.3
GB45553,XM_006557215.3
GB45553,XM_001122868.5
GB45555,XM_624841.6
GB45555,XM_006557216.3
GB45536,XM_026443047.1
GB45536,XM_016914073.2
GB45535,XR_407431.3
GB45535,XM_624649.5
GB45557,XM_026443046.1
GB45557,XM_026443044.1
GB45558,XM_623948.6
GB45534,XM_026443048.1
GB45534,XM_026443049.1
GB45583,XM_016917546.2
GB45582,XM_624319.5
GB45582,XM_016917544.2
GB45581,XM_026442946.1
GB47195,XM_026443052.1
GB47177,XM_026442665.1
GB47177,XM_026442666.1
GB47194,XM_395427.7
GB47194,XM_016917312.2
GB47178,XM_623106.5
GB47178,XM_006571961.2
GB47193,XM_623837.5
GB47180,XM_623085.6
GB47192,XM_623495.6
GB47192,XM_006571959.3
GB47191,XM_016917321.2
GB47191,XM_006571957.3
GB47191,XM_006571958.3
GB47181,XM_001123307.5
GB47190,XM_026442734.1
GB47190,XM_026442733.1
GB47190,XM_006571953.3
GB47190,XM_026442732.1
GB47190,XM_006571952.3
GB47190,XM_006571951.3
GB47190,XM_006571950.3
GB47190,XM_006571956.3
GB47189,XM_006571947.3
GB47189,XM_006571948.3
GB47189,XM_016917315.1
GB47188,XM_026442947.1
GB47182,XM_006571942.3
GB47182,XM_006571943.3
GB47182,XM_006571944.3
GB47182,XM_006571945.3
GB47186,XM_006571941.3
GB47183,XM_026442642.1
GB47185,XM_623826.6
GB47184,XM_395903.7
GB45794,XM_026442735.1
GB45794,XM_026442736.1
GB45794,XM_026442737.1
GB52577,NM_001242440.1
GB52576,XM_026442835.1
GB52567,XM_623286.6
GB52575,XM_026442729.1
GB52575,XM_026442730.1
GB52575,XM_026442731.1
GB52568,XM_396143.7
GB52569,XM_001122110.5
GB52571,XM_003251817.4
GB47146,XM_006558129.3
GB47146,XM_016914098.2
GB47146,XM_016914101.2
GB47146,XM_016914100.2
GB47146,XM_396827.6
GB47143,XM_026442713.1
GB47143,XM_016914194.2
GB47140,XM_026442948.1
GB47148,XM_624701.6
GB47138,XM_026442888.1
GB47138,XM_026442903.1
GB47138,XM_026442884.1
GB47138,XM_026442898.1
GB47138,XM_026442887.1
GB47138,XM_026442902.1
GB47138,XM_026442885.1
GB47138,XM_026442907.1
GB47138,XM_026442916.1
GB47138,XM_026442914.1
GB47138,XM_026442886.1
GB47138,XM_026442893.1
GB47138,XM_026442911.1
GB47138,XM_026442901.1
GB47138,XM_026442908.1
GB47138,XM_026442897.1
GB47138,XM_026442909.1
GB47138,XM_026442899.1
GB47138,XM_026442891.1
GB47138,XM_026442912.1
GB47138,XM_026442905.1
GB47138,XM_026442906.1
GB47138,XM_026442894.1
GB47138,XM_026442904.1
GB47138,XM_026442889.1
GB47138,XM_026442882.1
GB47138,XM_026442890.1
GB47138,XM_026442892.1
GB47138,XM_026442883.1
GB47138,XM_026442900.1
GB47138,XM_026442913.1
GB47138,XM_026442910.1
GB47138,XM_026442895.1
GB47138,XM_026442896.1
GB47138,XM_026442915.1
GB47138,XM_026442918.1
GB47138,XM_026442919.1
GB47138,XM_026442917.1
GB47151,XR_001704190.2
GB47151,XM_016913927.2
GB47151,XM_397014.7
GB47151,XM_006558163.3
GB47151,XM_026442925.1
GB47151,XM_026442926.1
GB47137,XM_624341.5
GB47136,XM_006558166.3
GB47136,XM_006558167.3
GB47136,XM_006558169.3
GB47136,XM_006558168.3
GB47136,XM_016913938.2
GB47136,XM_016913937.2
GB47136,XM_016913936.2
GB47136,XM_016913940.2
